Volcano Name,Country,iso_alpha,Latitude,Longitude,VElevation,VType,VEI,Eruption_Year,Century,Deaths
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1721,1700s,15
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1909,1900s,1
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1909,1900s,2
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1909,1900s,1
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1938,1900s,3
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1938,1900s,1
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1947,1900s,11
Asama,Japan,JPN,36.403,138.526,2568,Complex,1,1950,1900s,1
Kusatsu-Shirane,Japan,JPN,36.62,138.535,2171,Stratovolcano(es),1,1976,1900s,6
Kusatsu-Shirane,Japan,JPN,36.62,138.535,2171,Stratovolcano(es),1,1976,1900s,3
Nasudake,Japan,JPN,37.125,139.963,1915,Stratovolcano(es),1,1881,1900s ,2
Nasudake,Japan,JPN,37.125,139.963,1915,Stratovolcano(es),1,1881,1900s ,1
Adatara,Japan,JPN,37.644,140.286,1718,Stratovolcano(es),1,1996,1900s,4
Azuma,Japan,JPN,37.732,140.248,2035,Stratovolcano(es),1,1893,1800s,2
Akita-Yake-yama,Japan,JPN,39.961,140.761,1366,Stratovolcano,1,1957,1900s,1
Akita-Yake-yama,Japan,JPN,39.961,140.761,1366,Stratovolcano,1,1997,1900s,3
Hakkoda Group,Japan,JPN,40.656,140.881,1585,Stratovolcano(es),1,1550,1900s ,3
Oshima,Japan,JPN,34.721,139.398,764,Stratovolcano,1,1957,1900s,1
E-san,Japan,JPN,41.802,141.17,618,Stratovolcano,1,1846,1800s,100
Kuchinoerabujima,Japan,JPN,30.443,130.217,657,Stratovolcano(es),2,1841,1800s,15
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,2,1946,1900s,1
Kirishimayama,Japan,JPN,31.934,130.862,1700,Shield,2,1895,1800s,5
Kirishimayama,Japan,JPN,31.934,130.862,1700,Shield,2,1895,1800s,1
Kirishimayama,Japan,JPN,31.934,130.862,1700,Shield,2,1899,1900s ,2
Kirishimayama,Japan,JPN,31.934,130.862,1700,Shield,2,1923,1900s,1
Unzendake,Japan,JPN,32.761,130.299,1483,Complex,2,1663,1600s,30
Unzendake,Japan,JPN,32.761,130.299,1483,Complex,2,1792,1700s,10139
Unzendake,Japan,JPN,32.761,130.299,1483,Complex,2,1792,1700s,343
Unzendake,Japan,JPN,32.761,130.299,1483,Complex,2,1792,1700s,4653
Unzendake,Japan,JPN,32.761,130.299,1483,Complex,2,1792,1700s,18
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1816,1800s,1
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1827,1800s,100
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1854,1800s,3
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1953,1900s,6
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1957,1900s,12
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1979,1900s,3
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1989,1900s,1
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1989,1900s,1
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1989,1900s,1
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1989,1900s,1
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,2,1994,1900s,2
Niigata-Yake-yama,Japan,JPN,36.918,138.039,2400,Lava dome,2,1974,1900s,3
Asama,Japan,JPN,36.403,138.526,2568,Complex,2,1598,1500s,15
Asama,Japan,JPN,36.403,138.526,2568,Complex,2,1803,1800s,15
Asama,Japan,JPN,36.403,138.526,2568,Complex,2,1930,1900s,6
Asama,Japan,JPN,36.403,138.526,2568,Complex,2,1961,1900s,1
Kusatsu-Shirane,Japan,JPN,36.62,138.535,2171,Stratovolcano(es),2,1897,1800s,1
Adatara,Japan,JPN,37.644,140.286,1718,Stratovolcano(es),2,1900,1900s,72
Zao,Japan,JPN,38.141,140.443,1841,Complex,2,1867,1800s,3
Chokai,Japan,JPN,39.096,140.052,2233,Stratovolcano(es),2,1800,1800s,8
Oshima,Japan,JPN,34.721,139.398,764,Stratovolcano,2,1789,1700s,15
Bayonnaise Rocks,Japan,JPN,31.88,139.92,11,Submarine,2,1952,1900s,31
Usu,Japan,JPN,42.541,140.843,737,Stratovolcano,2,1910,1900s,1
Usu,Japan,JPN,42.541,140.843,737,Stratovolcano,2,1944,1900s,1
Usu,Japan,JPN,42.541,140.843,737,Stratovolcano,2,1944,1900s,1
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,3,1955,1900s,3
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,3,1955,1900s,3
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,3,1955,1900s,5
Kirishimayama,Japan,JPN,31.934,130.862,1700,Shield,3,1566,1500s,100
Kirishimayama,Japan,JPN,31.934,130.862,1700,Shield,3,1716,1700s,5
Asosan,Japan,JPN,32.884,131.104,1592,Caldera,3,1872,1800s,4
Ontakesan,Japan,JPN,35.893,137.48,3067,Complex,3,2014,2000s,57
Asama,Japan,JPN,36.403,138.526,2568,Complex,3,1596,1500s,100
Asama,Japan,JPN,36.403,138.526,2568,Complex,3,1934,1900s,1
Asama,Japan,JPN,36.403,138.526,2568,Complex,3,1934,1900s,1
Kusatsu-Shirane,Japan,JPN,36.62,138.535,2171,Stratovolcano(es),3,1932,1900s,2
Oshima,Japan,JPN,34.721,139.398,764,Stratovolcano,3,1986,1900s,1
Miyake-jima,Japan,JPN,34.079,139.529,815,Stratovolcano,3,1874,1800s,1
Miyake-jima,Japan,JPN,34.079,139.529,815,Stratovolcano,3,1940,1900s,11
Aoga-shima,Japan,JPN,32.454,139.762,423,Stratovolcano,3,1780,1700s,7
Aoga-shima,Japan,JPN,32.454,139.762,423,Stratovolcano,3,1780,1700s,135
Tori-shima,Japan,JPN,30.48,140.306,394,Stratovolcano,3,1902,1900s,125
Usu,Japan,JPN,42.541,140.843,737,Stratovolcano,3,1977,1900s,3
Usu,Japan,JPN,42.541,140.843,737,Stratovolcano,3,1977,1900s,2
Shikotsu,Japan,JPN,42.688,141.38,1320,Caldera,3,1804,1800s,100
Tokachi,Japan,JPN,43.416,142.69,2077,Stratovolcano(es),3,1925,1900s,3
Tokachi,Japan,JPN,43.416,142.69,2077,Stratovolcano(es),3,1925,1900s,72
Tokachi,Japan,JPN,43.416,142.69,2077,Stratovolcano(es),3,1925,1900s,72
Tokachi,Japan,JPN,43.416,142.69,2077,Stratovolcano(es),3,1925,1900s,2
Tokachi,Japan,JPN,43.416,142.69,2077,Stratovolcano(es),3,1962,1900s,5
Kuchinoerabujima,Japan,JPN,30.443,130.217,657,Stratovolcano(es),4,1933,1900s,8
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,4,1779,1700s,150
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,4,1779,1700s,100
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,4,1779,1700s,15
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,4,1779,1700s,23
Sakurajima,Japan,JPN,31.593,130.657,1117,Caldera,4,1914,1900s,6
Asama,Japan,JPN,36.403,138.526,2568,Complex,4,1783,1700s,466
Asama,Japan,JPN,36.403,138.526,2568,Complex,4,1783,1700s,1400
Bandai,Japan,JPN,37.598,140.076,1819,Stratovolcano,4,1888,1800s,461
Bandai,Japan,JPN,37.598,140.076,1819,Stratovolcano,4,1888,1800s,1
Bandai,Japan,JPN,37.598,140.076,1819,Stratovolcano,4,1888,1800s,1
Oshima-Oshima,Japan,JPN,41.507,139.371,737,Stratovolcano,4,1741,1700s,2000
Oshima-Oshima,Japan,JPN,41.507,139.371,737,Stratovolcano,4,1741,1700s,10
Komaga-take,Japan,JPN,42.061,140.681,1131,Stratovolcano,4,1856,1800s,2
Komaga-take,Japan,JPN,42.061,140.681,1131,Stratovolcano,4,1856,1800s,23
Komaga-take,Japan,JPN,42.061,140.681,1131,Stratovolcano,4,1929,1900s,2
Usu,Japan,JPN,42.541,140.843,737,Stratovolcano,4,1822,1800s,50
Fuji,Japan,JPN,35.358,138.731,3776,Stratovolcano,5,1707,1700s,100
Komaga-take,Japan,JPN,42.061,140.681,1131,Stratovolcano,5,1640,1600s,700
Usu,Japan,JPN,42.541,140.843,737,Stratovolcano,5,1663,1600s,5
Unzendake,Japan,JPN,32.761,130.299,1483,Complex,3,1798,1700s,13
Hakoneyama,Japan,JPN,35.233,139.021,1438,Complex,3,NA,1900s,1
Hakoneyama,Japan,JPN,35.233,139.021,1438,Complex,3,NA,1900s,2
Hakoneyama,Japan,JPN,35.233,139.021,1438,Complex,3,NA,1900s,1
Hakoneyama,Japan,JPN,35.233,139.021,1438,Complex,3,NA,1900s,2
Tate-yama (Midagahara),Japan,JPN,36.568,137.593,2621,Stratovolcano,4,1858,1800s,100
Tate-yama (Midagahara),Japan,JPN,36.568,137.593,2621,Stratovolcano,4,1858,1900s ,1
Tate-yama (Midagahara,Japan,JPN,36.568,137.593,2621,Stratovolcano,4,1858,1900s ,2
Tate-yama (Midagahara,Japan,JPN,36.568,137.593,2621,Stratovolcano,4,1858,1900s ,1
Tate-yama (Midagahara,Japan,JPN,36.568,137.593,2621,Stratovolcano,4,1858,1900s ,1
Tate-yama (Midagahara,Japan,JPN,36.568,137.593,2621,Stratovolcano,4,1858,1900s ,1
Tate-yama (Midagahara,Japan,JPN,36.568,137.593,2621,Stratovolcano,4,1858,1900s ,1
Akagi,Japan,JPN,36.557,139.196,1828,Stratovolcano,4,1938,1900s,699
Naruko,Japan,JPN,38.729,140.734,470,Caldera,5,NA,1900s,1
Io-Torishima,Japan,JPN,27.881,128.223,212,Complex,4,1664,1600s,1
Daisetsu,Japan,JPN,43.661,142.858,2290,Stratovolcano(es),4,1739,1900s ,2
Daisetsu,Japan,JPN,43.661,142.858,2290,Stratovolcano(es),3,1739,1900s ,2
Colima,Mexico,MEX,19.514,-103.62,3850,Stratovolcano(es),3,1576,1500s,15
Colima,Mexico,MEX,19.514,-103.62,3850,Stratovolcano(es),3,1590,1500s,100
Popocatépetl,Mexico,MEX,19.023,-98.622,5426,Stratovolcano(es),3,1996,1900s,5
Colima,Mexico,MEX,19.514,-103.62,3850,Stratovolcano(es),4,1818,1800s,15
Michoacán-Guanajuato,Mexico,MEX,19.85,-101.75,3860,Cinder cone(s),4,1943,1900s,3
Colima,Mexico,MEX,19.514,-103.62,3850,Stratovolcano(es),5,1913,1900s,13
"Chichón, El",Mexico,MEX,17.36,-93.228,1150,Lava dome(s),5,1982,1900s,1
"Chichón, El",Mexico,MEX,17.36,-93.228,1150,Lava dome(s),5,1982,1900s,100
"Chichón, El",Mexico,MEX,17.36,-93.228,1150,Lava dome(s),5,1982,1900s,10
"Chichón, El",Mexico,MEX,17.36,-93.228,1150,Lava dome(s),5,1982,1900s,2000
Okataina,New Zealand,NZL,-38.12,176.5,1111,Lava dome(s),1,1900,1900s,4
Okataina,New Zealand,NZL,-38.12,176.5,1111,Lava dome(s),1,1917,1900s,2
Ruapehu,New Zealand,NZL,-39.28,175.57,2797,Stratovolcano,1,1952,1900s,151
Raoul Island,New Zealand,NZL,-29.27,-177.92,516,Stratovolcano,1,2006,2000s,1
Okataina,New Zealand,NZL,-38.12,176.5,1111,Lava dome(s),5,1886,1800s,153
White Island,New Zealand,NZL,-37.52,177.18,321,Stratovolcano(es),3,1914,1900s,10
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,2
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,1900s,2
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,2000s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,2000s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,2000s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,2000s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,2010,2000s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,NA,2000s,1
Rotorua,New Zealand,NZL,-38.08,176.27,757,Caldera,7,2015,2000s,1
San Cristóbal,Nicaragua,NIC,12.702,-87.004,1745,Stratovolcano,2,1999,1900s,1274
San Cristóbal,Nicaragua,NIC,12.702,-87.004,1745,Stratovolcano,2,1999,1900s,1273
"Negro, Cerro",Nicaragua,NIC,12.506,-86.702,728,Cinder cone(s),3,1992,1900s,9
"Negro, Cerro",Nicaragua,NIC,12.506,-86.702,728,Cinder cone(s),3,1992,1900s,2
Cosigüina,Nicaragua,NIC,12.98,-87.57,872,Stratovolcano,5,1835,1800s,3
Cosigüina,Nicaragua,NIC,12.98,-87.57,872,Stratovolcano,5,1835,1800s,1
Cosigüina,Nicaragua,NIC,12.98,-87.57,872,Stratovolcano,5,1835,1800s,1
Mombacho,Nicaragua,NIC,11.826,-85.968,1344,Stratovolcano,4,1570,1500s,400
Maderas,Nicaragua,NIC,11.446,-85.515,1394,Stratovolcano,3,1996,1900s,6
Bam,Papua New Guinea,PNG,-3.613,144.818,685,Stratovolcano,2,1954,1900s,25
Manam,Papua New Guinea,PNG,-4.08,145.037,1807,Stratovolcano,2,1901,1900s,2
Karkar,Papua New Guinea,PNG,-4.649,145.964,1839,Stratovolcano,2,1895,1800s,1
Karkar,Papua New Guinea,PNG,-4.649,145.964,1839,Stratovolcano,2,1979,1900s,2
Ritter Island,Papua New Guinea,PNG,-5.52,148.121,140,Stratovolcano,2,1888,1800s,1650
Dakataua,Papua New Guinea,PNG,-5.056,150.108,400,Caldera,2,1895,1800s,15
Rabaul,Papua New Guinea,PNG,-4.271,152.203,688,Pyroclastic shield,2,1850,1800s,100
Victory,Papua New Guinea,PNG,-9.2,149.07,1925,Stratovolcano,2,1890,1800s,15
Manam,Papua New Guinea,PNG,-4.08,145.037,1807,Stratovolcano,3,1974,1900s,13
Pago,Papua New Guinea,PNG,-5.58,150.52,742,Caldera,3,1911,1900s,15
Rabaul,Papua New Guinea,PNG,-4.271,152.203,688,Pyroclastic shield,3,1878,1800s,1
Bagana,Papua New Guinea,PNG,-6.14,155.195,1750,Lava cone,3,1883,1800s,5
Manam,Papua New Guinea,PNG,-4.08,145.037,1807,Stratovolcano,4,2004,2000s,5
Manam,Papua New Guinea,PNG,-4.08,145.037,1807,Stratovolcano,4,2004,2000s,1
Manam,Papua New Guinea,PNG,-4.08,145.037,1807,Stratovolcano,4,2004,2000s,4
Rabaul,Papua New Guinea,PNG,-4.271,152.203,688,Pyroclastic shield,4,1937,1900s,507
Rabaul,Papua New Guinea,PNG,-4.271,152.203,688,Pyroclastic shield,4,1994,1900s,6
Rabaul,Papua New Guinea,PNG,-4.271,152.203,688,Pyroclastic shield,4,1994,1900s,4
Rabaul,Papua New Guinea,PNG,-4.271,152.203,688,Pyroclastic shield,4,1994,1900s,1
Lamington,Papua New Guinea,PNG,-8.95,148.15,1680,Stratovolcano,4,1951,1900s,2942
Long Island,Papua New Guinea,PNG,-5.358,147.12,1280,Complex,6,1660,1600s,1000
Long Island,Papua New Guinea,PNG,-5.358,147.12,1280,Complex,6,1660,1600s,1000
Balbi,Papua New Guinea,PNG,-5.92,154.98,2715,Stratovolcano,3,1825,1800s,15
Huaynaputina,Peru,PER,-16.608,-70.85,4850,Stratovolcano,6,1600,1600s,1500
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,1,2006,2000s,1266
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,1,1992,1900s,2
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,1,1992,1900s,60
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,1,1993,1900s,4
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,1,1993,1900s,14
Ambalatungan Group,Philippines,PHL,17.32,121.1,2329,Compound,1,1952,1900s,12
Camiguin,Philippines,PHL,9.203,124.673,1552,Stratovolcano(es),2,1871,1800s,15
Kanlaon,Philippines,PHL,10.412,123.132,2435,Stratovolcano,2,1996,1900s,3
Bulusan,Philippines,PHL,12.77,124.05,1565,Stratovolcano(es),2,2006,2000s,1
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,2,1800,1800s,15
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,2,1858,1800s,15
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,2,1873,1800s,15
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,2,1978,1900s,70
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,2,1993,1900s,77
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,2,2013,2000s,5
Taal,Philippines,PHL,14.002,120.993,311,Caldera,2,1874,1800s,15
Didicas,Philippines,PHL,19.077,122.202,228,Compound,2,1969,1900s,3
Camiguin,Philippines,PHL,9.203,124.673,1552,Stratovolcano(es),3,1948,1900s,2
Camiguin,Philippines,PHL,9.203,124.673,1552,Stratovolcano(es),3,1948,1900s,75
Camiguin,Philippines,PHL,9.203,124.673,1552,Stratovolcano(es),3,1948,1900s,500
Camiguin,Philippines,PHL,9.203,124.673,1552,Stratovolcano(es),3,1948,1900s,2
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1766,1700s,49
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1853,1800s,34
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1871,1800s,3
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1886,1800s,8
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1886,1800s,7
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1928,1900s,1
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1968,1900s,5
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,3,1984,1900s,1
Taal,Philippines,PHL,14.002,120.993,311,Caldera,3,1911,1900s,1335
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,4,1814,1800s,600
Mayon,Philippines,PHL,13.257,123.685,2462,Stratovolcano,4,1897,1800s,350
Taal,Philippines,PHL,14.002,120.993,311,Caldera,4,1749,1700s,15
Taal,Philippines,PHL,14.002,120.993,311,Caldera,4,1754,1700s,6
Taal,Philippines,PHL,14.002,120.993,311,Caldera,4,1754,1700s,6
Taal,Philippines,PHL,14.002,120.993,311,Caldera,4,1965,1900s,253
Parker,Philippines,PHL,6.113,124.892,1824,Stratovolcano,5,1640,1600s,100
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,6,1991,1900s,300
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,6,1991,1900s,3
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,6,1991,1900s,5
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,6,1991,1900s,50
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,6,1991,1900s,31
Pinatubo,Philippines,PHL,15.13,120.35,1486,Stratovolcano,6,1991,1900s,19
San Jorge,Portugal,PRT,38.65,-28.08,1053,Fissure vent,0,1757,1700s,300
San Jorge,Portugal,PRT,38.65,-28.08,1053,Fissure vent,1,1808,1800s,10
San Jorge,Portugal,PRT,38.65,-28.08,1053,Fissure vent,3,1580,1500s,15
Furnas,Portugal,PRT,37.77,-25.32,805,Stratovolcano,5,1630,1600s,195
Mutnovsky,Russia,RUS,52.453,158.195,2322,Complex,2,1960,1900s,1
Kliuchevskoi,Russia,RUS,56.057,160.638,4835,Stratovolcano,2,1762,1700s,15
Kliuchevskoi,Russia,RUS,56.057,160.638,4835,Stratovolcano,2,1982,1900s,1
Kliuchevskoi,Russia,RUS,56.057,160.638,4835,Stratovolcano,3,1977,1900s,1
Raikoke,Russia,RUS,48.292,153.25,551,Stratovolcano,4,1778,1700s,15
Kharimkotan,Russia,RUS,49.12,154.508,1145,Stratovolcano,5,1933,1900s,1
Kharimkotan,Russia,RUS,49.12,154.508,1145,Stratovolcano,5,1933,1900s,1
Soufrière St. Vincent,Saint Vincent and the Grenadines,VCT,13.33,-61.18,1220,Stratovolcano,3,1979,1900s,2
Soufrière St. Vincent,Saint Vincent and the Grenadines,VCT,13.33,-61.18,1220,Stratovolcano,4,1812,1800s,56
Soufrière St. Vincent,Saint Vincent and the Grenadines,VCT,13.33,-61.18,1220,Stratovolcano,4,1812,1800s,3
Soufrière St. Vincent,Saint Vincent and the Grenadines,VCT,13.33,-61.18,1220,Stratovolcano,4,1902,1900s,1351
Savo,Solomon Islands,SLB,-9.13,159.82,485,Stratovolcano,3,1568,1500s,1007
Savo,Solomon Islands,SLB,-9.13,159.82,485,Stratovolcano,3,1835,1800s,300
Tinakula,Solomon Islands,SLB,-10.38,165.8,851,Stratovolcano,3,1840,1800s,15
La Palma,Spain,ESP,28.57,-17.83,2426,Stratovolcano(es),2,1677,1600s,1
La Palma,Spain,ESP,28.57,-17.83,2426,Stratovolcano(es),2,1971,1900s,15
Kyejo,Tanzania,TZA,-9.23,33.78,2175,Stratovolcano,2,1800,1800s,15
Niuafo'ou,Tonga,TON,-15.6,-175.63,260,Shield,0,1853,1800s,25
Niuafo'ou,Tonga,TON,-15.6,-175.63,260,Shield,4,1886,1800s,11
Ararat,Turkey,TUR,39.7,44.3,5165,Stratovolcano,3,1840,1800s,1900
Soufrière Hills,United Kingdom,GBR,16.72,-62.18,915,Stratovolcano,3,1995,1900s,9
Soufrière Hills,United Kingdom,GBR,16.72,-62.18,915,Stratovolcano,3,1995,1900s,7
Soufrière Hills,United Kingdom,GBR,16.72,-62.18,915,Stratovolcano,3,1995,1900s,2
Soufrière Hills,United Kingdom,GBR,16.72,-62.18,915,Stratovolcano,3,1995,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,0,1823,1800s,3
Kilauea,United States,USA,19.421,-155.287,1222,Shield,0,1975,1900s,2
Hualalai,United States,USA,19.692,-155.87,2523,Shield,0,1784,1700s,15
Hualalai,United States,USA,19.692,-155.87,2523,Shield,0,1800,1800s,2
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,2
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,2000s,2
Kilauea,United States,USA,19.421,-155.287,1222,Shield,1,1983,2000s,1
Hood,United States,USA,45.374,-121.695,3426,Stratovolcano,2,1907,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,2,1924,1900s,1
Mauna Loa,United States,USA,19.475,-155.608,4170,Shield,2,1868,1800s,46
Mauna Loa,United States,USA,19.475,-155.608,4170,Shield,2,1868,1800s,31
Cleveland,United States,USA,52.825,-169.944,1730,Stratovolcano,3,1944,1900s,1
Spurr,United States,USA,61.299,-152.251,3374,Stratovolcano,4,1992,1900s,1
Kilauea,United States,USA,19.421,-155.287,1222,Shield,4,1790,1700s,400
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1800,1800s,100
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,3
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,3
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,4
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,3
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,3
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,1
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,2
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,11
St. Helens,United States,USA,46.2,-122.18,2549,Stratovolcano,5,1980,1900s,4
Mammoth Mountain,United States,USA,37.631,-119.032,3369,Lava dome(s),5,NA,1900s,1
Mammoth Mountain,United States,USA,37.631,-119.032,3369,Lava dome(s),5,NA,2000s,3
Novarupta,United States,USA,58.27,-155.157,841,Caldera,6,1912,1900s,2
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1800s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1800s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
